InsightId,Individual_Id,Event_Timestamp,Current_Sentiment,Lifestyle_Quotient,Health_Profile,Fitness_Milestone,Purchase_Intent,Favourite_Brand,Favourite_Destination,Hobby,Imminent_Event,data_source,Individual_Name,Individual_FirstName,Individual_LastName,Individual_Email,Individual_Phone
INSIGHT_0095,0PKKX000000TfiW4AS,2025-09-22T06:56:48.700636,Anxious,Tech Savvy,Hypotensive,Beginner,Very High,Bose,Thailand,Hiking,Weekend getaway to wine country next month,synthetic_insights,Divya Tandon,Divya,Tandon,divya.tandon@yahoo.com,+917250865146
INSIGHT_0096,0PKKX000000TfiX4AS,2025-10-09T12:07:48.700636,Elated,Careerist,Hypotensive,Advanced,Medium,Tesla,Barcelona,Podcasting,Picking up new Tesla Model 3 from showroom today,synthetic_insights,Pankaj Tandon,Pankaj,Tandon,pankaj.tandon@company.com,+917863023731
INSIGHT_0097,0PKKX000000TfiX4AS,2025-09-04T20:07:48.700636,Elated,Minimalist,Hypotensive,Advanced,Considering,Tesla,Barcelona,Podcasting,Dental appointment scheduled for Thursday,synthetic_insights,Pankaj Tandon,Pankaj,Tandon,pankaj.tandon@company.com,+917863023731
INSIGHT_0098,0PKKX000000TfiX4AS,2025-09-10T14:50:48.700636,Sad,Minimalist,Hypotensive,Advanced,Researching,Tesla,Barcelona,Podcasting,Graduation ceremony next week,synthetic_insights,Pankaj Tandon,Pankaj,Tandon,pankaj.tandon@company.com,+917863023731
INSIGHT_0099,0PKKX000000TfiY4AS,2025-10-12T03:35:48.700636,Stressed,Adventurer,Stressed,Professional,Very High,Amazon,Maldives,Sculpting,Birthday party tonight at favorite restaurant,synthetic_insights,Rohan Chopra,Rohan,Chopra,rohan.chopra@company.com,+916431114545
INSIGHT_0100,0PKKX000000TfiY4AS,2025-09-29T04:02:48.700636,Stressed,Adventurer,Stressed,Amateur,Tepid,Amazon,Maldives,Sculpting,Graduation ceremony next week,synthetic_insights,Rohan Chopra,Rohan,Chopra,rohan.chopra@company.com,+916431114545
INSIGHT_0101,0PKKX000000TfiY4AS,2025-08-20T06:38:48.700636,Stressed,Adventurer,Sedentary,Amateur,Researching,Amazon,Maldives,Sculpting,Waiting anxiously for Samsung mobile phone product launch next week,synthetic_insights,Rohan Chopra,Rohan,Chopra,rohan.chopra@company.com,+916431114545
INSIGHT_0102,0PKKX000000TfiY4AS,2025-10-06T02:34:48.700636,Stressed,Adventurer,Sedentary,Amateur,Low,Amazon,Maldives,Sculpting,Gym membership renewal due next week,synthetic_insights,Rohan Chopra,Rohan,Chopra,rohan.chopra@company.com,+916431114545
INSIGHT_0103,0PKKX000000TfiY4AS,2025-09-19T12:43:48.700636,Anxious,Adventurer,Sedentary,Amateur,Medium,Lululemon,Maldives,Sculpting,Virtual yoga class starting in 2 hours,synthetic_insights,Rohan Chopra,Rohan,Chopra,rohan.chopra@company.com,+916431114545
INSIGHT_0104,0PKKX000000TfiY4AS,2025-08-06T14:22:48.700636,Frustrated,Adventurer,Sedentary,Amateur,Very High,Lululemon,Maldives,Sculpting,Book club meeting at local cafe tomorrow,synthetic_insights,Rohan Chopra,Rohan,Chopra,rohan.chopra@company.com,+916431114545
INSIGHT_0105,0PKKX000000TfiY4AS,2025-10-02T01:09:48.700636,Frustrated,Adventurer,Hypertensive,Amateur,Very High,Lululemon,Maldives,Sculpting,Zoom call with family overseas in evening,synthetic_insights,Rohan Chopra,Rohan,Chopra,rohan.chopra@company.com,+916431114545
INSIGHT_0106,0PKKX000000Tfib4AC,2025-09-19T08:38:48.700636,Frustrated,Traveller,Athletic,Beginner,Not Interested,Sony,Switzerland,Coding,Baby shower for sister happening this Sunday,synthetic_insights,Swati Patel,Swati,Patel,swati.patel@outlook.com,+919572183598
INSIGHT_0107,0PKKX000000Tfib4AC,2025-08-06T02:43:48.700636,Frustrated,Traveller,Athletic,Beginner,Very High,Sony,Switzerland,Coding,Expecting Amazon package delivery today,synthetic_insights,Swati Patel,Swati,Patel,swati.patel@outlook.com,+919572183598
INSIGHT_0108,0PKKX000000Tfib4AC,2025-10-21T13:19:48.700636,Frustrated,Traveller,Athletic,Beginner,Tepid,Trader Joes,Switzerland,Coding,Birthday party tonight at favorite restaurant,synthetic_insights,Swati Patel,Swati,Patel,swati.patel@outlook.com,+919572183598
INSIGHT_0109,0PKKX000000Tfih4AC,2025-10-25T02:59:48.700636,Sad,Minimalist,Healthy,Advanced,Not Interested,Lululemon,Iceland,Drawing,Going on first date at Italian restaurant tonight,synthetic_insights,Komal Chawla,Komal,Chawla,komal.chawla@yahoo.com,+917870920107
INSIGHT_0110,0PKKX000000Tfih4AC,2025-08-05T14:05:48.700636,Sad,Minimalist,Healthy,Advanced,Very High,Lululemon,Iceland,Drawing,Job interview scheduled for Monday morning,synthetic_insights,Komal Chawla,Komal,Chawla,komal.chawla@yahoo.com,+917870920107
INSIGHT_0111,0PKKX000000Tfih4AC,2025-08-07T21:09:48.700636,Sad,Minimalist,Healthy,Advanced,Not Interested,Lululemon,Iceland,Drawing,Photography workshop this Saturday,synthetic_insights,Komal Chawla,Komal,Chawla,komal.chawla@yahoo.com,+917870920107
INSIGHT_0112,0PKKX000000Tfih4AC,2025-08-06T06:58:48.700636,Sad,Minimalist,Active,Advanced,Medium,Lululemon,Iceland,Drawing,Photography workshop this Saturday,synthetic_insights,Komal Chawla,Komal,Chawla,komal.chawla@yahoo.com,+917870920107
INSIGHT_0113,0PKKX000000Tfih4AC,2025-09-25T10:38:48.700636,Calm,Minimalist,Hypertensive,Advanced,Low,Lululemon,Iceland,Drawing,Graduation ceremony next week,synthetic_insights,Komal Chawla,Komal,Chawla,komal.chawla@yahoo.com,+917870920107
INSIGHT_0114,0PKKX000000Tfih4AC,2025-10-08T05:14:48.700636,Calm,Minimalist,Hypertensive,Advanced,Low,Lululemon,Iceland,Drawing,Expecting Amazon package delivery today,synthetic_insights,Komal Chawla,Komal,Chawla,komal.chawla@yahoo.com,+917870920107
INSIGHT_0115,0PKKX000000Tfik4AC,2025-08-07T07:29:48.700636,Anxious,Foodie,Healthy,Elite,Medium,Trader Joes,New York,Travel Blogging,Cooking class scheduled for Tuesday evening,synthetic_insights,Kiran Kher,Kiran,Kher,kiran.kher@enterprise.com,+917751682876
INSIGHT_0116,0PKKX000000Tfik4AC,2025-09-28T13:33:48.700636,Anxious,Foodie,Athletic,Elite,Considering,Trader Joes,New York,Travel Blogging,Waiting anxiously for Samsung mobile phone product launch next week,synthetic_insights,Kiran Kher,Kiran,Kher,kiran.kher@enterprise.com,+917751682876
INSIGHT_0117,0PKKX000000Tfik4AC,2025-10-07T08:07:48.700636,Anxious,Foodie,Athletic,Elite,High,Trader Joes,New York,Travel Blogging,Starting online MBA program next semester,synthetic_insights,Kiran Kher,Kiran,Kher,kiran.kher@enterprise.com,+917751682876
INSIGHT_0118,0PKKX000000Tfik4AC,2025-10-05T18:27:48.700636,Anxious,Foodie,Hypertensive,Rookie,Researching,Trader Joes,New York,Travel Blogging,Gym membership renewal due next week,synthetic_insights,Kiran Kher,Kiran,Kher,kiran.kher@enterprise.com,+917751682876
INSIGHT_0119,0PKKX000000Tfik4AC,2025-08-03T04:47:48.700636,Anxious,Foodie,Hypertensive,Rookie,Very High,Trader Joes,New York,Travel Blogging,Cooking class scheduled for Tuesday evening,synthetic_insights,Kiran Kher,Kiran,Kher,kiran.kher@enterprise.com,+917751682876
INSIGHT_0120,0PKKX000000Tfj64AC,2025-10-20T23:15:48.700636,Anxious,Homebody,Active,Advanced,Not Interested,Coach,Greece,Yoga,Flight to Hawaii departing in 3 days,synthetic_insights,Jatin Chatterjee,Jatin,Chatterjee,jatin.chatterjee@company.com,+919217658513
INSIGHT_0121,0PKKX000000Tfj64AC,2025-09-25T17:45:48.700636,Calm,Homebody,Active,Rookie,Immediate,Coach,Greece,Yoga,Baby shower for sister happening this Sunday,synthetic_insights,Jatin Chatterjee,Jatin,Chatterjee,jatin.chatterjee@company.com,+919217658513
INSIGHT_0122,0PKKX000000Tfj64AC,2025-10-23T19:57:48.700636,Calm,Homebody,Active,Advanced,Very High,Coach,Greece,Yoga,Cooking class scheduled for Tuesday evening,synthetic_insights,Jatin Chatterjee,Jatin,Chatterjee,jatin.chatterjee@company.com,+919217658513
INSIGHT_0123,0PKKX000000Tfj64AC,2025-08-18T13:11:48.700636,Excited,Homebody,Active,Advanced,Tepid,Coach,Greece,Yoga,Marathon training run this Saturday at 6 AM,synthetic_insights,Jatin Chatterjee,Jatin,Chatterjee,jatin.chatterjee@company.com,+919217658513
INSIGHT_0124,0PKKX000000Tfj64AC,2025-10-07T10:47:48.700636,Excited,Homebody,Active,Advanced,Tepid,Coach,Greece,Yoga,Planning surprise anniversary dinner for spouse this weekend,synthetic_insights,Jatin Chatterjee,Jatin,Chatterjee,jatin.chatterjee@company.com,+919217658513
INSIGHT_0125,0PKKX000000Tfj64AC,2025-08-08T12:22:48.700636,Disgusted,Homebody,Active,Advanced,High,Coach,Greece,Yoga,House closing scheduled for end of month,synthetic_insights,Jatin Chatterjee,Jatin,Chatterjee,jatin.chatterjee@company.com,+919217658513
INSIGHT_0126,0PKKX000000TfjO4AS,2025-09-09T12:50:48.700636,Angry,Careerist,Fit,Elite,Tepid,Starbucks,Switzerland,Dancing,Gym membership renewal due next week,synthetic_insights,Bhavna Bose,Bhavna,Bose,bhavna.bose@enterprise.com,+918801241904
INSIGHT_0127,0PKKX000000TfjO4AS,2025-08-14T04:04:48.700636,Sad,Careerist,Fit,Elite,Low,Starbucks,Switzerland,Dancing,Birthday party tonight at favorite restaurant,synthetic_insights,Bhavna Bose,Bhavna,Bose,bhavna.bose@enterprise.com,+918801241904
INSIGHT_0128,0PKKX000000TfjO4AS,2025-09-15T19:01:48.700636,Sad,Careerist,Fit,Elite,Researching,Starbucks,Switzerland,Dancing,Flight to Hawaii departing in 3 days,synthetic_insights,Bhavna Bose,Bhavna,Bose,bhavna.bose@enterprise.com,+918801241904
INSIGHT_0129,0PKKX000000TfjO4AS,2025-08-08T20:48:48.700636,Sad,Careerist,Fit,Elite,Researching,Starbucks,Switzerland,Dancing,Meeting personal trainer for first session tomorrow,synthetic_insights,Bhavna Bose,Bhavna,Bose,bhavna.bose@enterprise.com,+918801241904
INSIGHT_0130,0PKKX000000Tfil4AC,2025-09-06T03:42:48.700636,Sad,Tech Savvy,Stressed,Champion,Low,Patagonia,San Francisco,Woodworking,Attending friend's wedding ceremony this weekend,synthetic_insights,Ritika Verma,Ritika,Verma,ritika.verma@outlook.com,+917421882465
INSIGHT_0131,0PKKX000000Tfil4AC,2025-09-24T11:21:48.700636,Sad,Connoisseur,Stressed,Rookie,Low,Patagonia,San Francisco,Woodworking,Virtual yoga class starting in 2 hours,synthetic_insights,Ritika Verma,Ritika,Verma,ritika.verma@outlook.com,+917421882465
INSIGHT_0132,0PKKX000000Tfil4AC,2025-10-25T07:41:48.700636,Sad,Connoisseur,Stressed,Rookie,High,Patagonia,San Francisco,Woodworking,Picking up new Tesla Model 3 from showroom today,synthetic_insights,Ritika Verma,Ritika,Verma,ritika.verma@outlook.com,+917421882465
INSIGHT_0133,0PKKX000000Tfil4AC,2025-09-16T01:58:48.700636,Sad,Connoisseur,Sick,Rookie,Not Interested,Patagonia,San Francisco,Woodworking,Marathon training run this Saturday at 6 AM,synthetic_insights,Ritika Verma,Ritika,Verma,ritika.verma@outlook.com,+917421882465
INSIGHT_0134,0PKKX000000Tfil4AC,2025-08-31T18:04:48.700636,Frustrated,Connoisseur,Sick,Rookie,Very High,Patagonia,San Francisco,Woodworking,Moving to new apartment this weekend,synthetic_insights,Ritika Verma,Ritika,Verma,ritika.verma@outlook.com,+917421882465
INSIGHT_0135,0PKKX000000Tfil4AC,2025-09-09T22:29:48.700636,Frustrated,Connoisseur,Sick,Rookie,Considering,Patagonia,San Francisco,Woodworking,Baby shower for sister happening this Sunday,synthetic_insights,Ritika Verma,Ritika,Verma,ritika.verma@outlook.com,+917421882465
INSIGHT_0136,0PKKX000000Tfil4AC,2025-08-21T20:59:48.700636,Frustrated,Connoisseur,Sick,Rookie,Researching,Patagonia,San Francisco,Woodworking,Waiting anxiously for Samsung mobile phone product launch next week,synthetic_insights,Ritika Verma,Ritika,Verma,ritika.verma@outlook.com,+917421882465
INSIGHT_0137,0PKKX000000Tfil4AC,2025-08-17T06:38:48.700636,Stressed,Connoisseur,Sick,Rookie,Not Interested,Patagonia,San Francisco,Woodworking,Meeting personal trainer for first session tomorrow,synthetic_insights,Ritika Verma,Ritika,Verma,ritika.verma@outlook.com,+917421882465
INSIGHT_0138,0PKKX000000Tfim4AC,2025-08-10T13:17:48.700636,Excited,Luxury Seeker,Stressed,Advanced,Immediate,Gucci,Amsterdam,Dancing,Book club meeting at local cafe tomorrow,synthetic_insights,Ajit Bhatia,Ajit,Bhatia,ajit.bhatia@tech.in,+916402020782
INSIGHT_0139,0PKKX000000Tfim4AC,2025-09-04T05:45:48.700636,Excited,Luxury Seeker,Fit,Advanced,Tepid,Gucci,Amsterdam,Dancing,Cooking class scheduled for Tuesday evening,synthetic_insights,Ajit Bhatia,Ajit,Bhatia,ajit.bhatia@tech.in,+916402020782
INSIGHT_0140,0PKKX000000Tfim4AC,2025-10-04T18:17:48.700636,Excited,Luxury Seeker,Fit,Champion,Low,Gucci,Barcelona,Dancing,Waiting anxiously for Samsung mobile phone product launch next week,synthetic_insights,Ajit Bhatia,Ajit,Bhatia,ajit.bhatia@tech.in,+916402020782
INSIGHT_0141,0PKKX000000Tfim4AC,2025-09-21T15:34:48.700636,Excited,Health Enthusiast,Fit,Champion,Researching,Gucci,Barcelona,Dancing,Starting online MBA program next semester,synthetic_insights,Ajit Bhatia,Ajit,Bhatia,ajit.bhatia@tech.in,+916402020782
INSIGHT_0142,0PKKX000000Tfim4AC,2025-10-03T12:46:48.700636,Excited,Health Enthusiast,Fit,Champion,Medium,Gucci,Miami,Dancing,Virtual yoga class starting in 2 hours,synthetic_insights,Ajit Bhatia,Ajit,Bhatia,ajit.bhatia@tech.in,+916402020782
INSIGHT_0143,0PKKX000000Tfim4AC,2025-08-01T16:11:48.700636,Excited,Health Enthusiast,Fit,Champion,Researching,Gucci,Miami,Dancing,Expecting Amazon package delivery today,synthetic_insights,Ajit Bhatia,Ajit,Bhatia,ajit.bhatia@tech.in,+916402020782
INSIGHT_0144,0PKKX000000Tfim4AC,2025-08-25T13:08:48.700636,Excited,Health Enthusiast,Fit,Champion,Very High,Gucci,Miami,Dancing,Starting online MBA program next semester,synthetic_insights,Ajit Bhatia,Ajit,Bhatia,ajit.bhatia@tech.in,+916402020782
INSIGHT_0145,0PKKX000000Tfin4AC,2025-08-25T15:14:48.700636,Sad,Health Enthusiast,Sedentary,Intermediate,Very High,Amazon,Maldives,Coding,Baby shower for sister happening this Sunday,synthetic_insights,Ankit Khanna,Ankit,Khanna,ankit.khanna@tech.in,+917074276297
INSIGHT_0146,0PKKX000000Tfin4AC,2025-09-22T06:38:48.700636,Sad,Traveller,Sedentary,Amateur,Immediate,Amazon,Maldives,Coding,Surprise girlfriend with a birthday gift tomorrow,synthetic_insights,Ankit Khanna,Ankit,Khanna,ankit.khanna@tech.in,+917074276297
INSIGHT_0147,0PKKX000000Tfin4AC,2025-08-17T01:36:48.700636,Sad,Traveller,Sedentary,Amateur,Low,Amazon,Maldives,Coding,Weekend getaway to wine country next month,synthetic_insights,Ankit Khanna,Ankit,Khanna,ankit.khanna@tech.in,+917074276297
INSIGHT_0148,0PKKX000000Tfio4AC,2025-08-09T05:21:48.700636,Calm,Homebody,Healthy,Amateur,Tepid,Adidas,San Francisco,Car Restoration,Marathon training run this Saturday at 6 AM,synthetic_insights,Rajesh Pandey,Rajesh,Pandey,rajesh.pandey@business.in,+916697022764
INSIGHT_0149,0PKKX000000Tfio4AC,2025-08-21T21:50:48.700636,Calm,Homebody,Stressed,Amateur,Tepid,Adidas,San Francisco,Car Restoration,Job interview scheduled for Monday morning,synthetic_insights,Rajesh Pandey,Rajesh,Pandey,rajesh.pandey@business.in,+916697022764
INSIGHT_0150,0PKKX000000Tfio4AC,2025-08-13T03:59:48.700636,Calm,Homebody,Stressed,Amateur,Considering,Starbucks,San Francisco,Car Restoration,Cooking class scheduled for Tuesday evening,synthetic_insights,Rajesh Pandey,Rajesh,Pandey,rajesh.pandey@business.in,+916697022764
INSIGHT_0151,0PKKX000000Tfio4AC,2025-09-12T05:29:48.700636,Elated,Homebody,Stressed,Amateur,Considering,Starbucks,San Francisco,Car Restoration,Attending product demo at Apple Store tomorrow afternoon,synthetic_insights,Rajesh Pandey,Rajesh,Pandey,rajesh.pandey@business.in,+916697022764
INSIGHT_0152,0PKKX000000Tfio4AC,2025-09-04T13:15:48.700636,Elated,Homebody,Stressed,Amateur,Medium,Starbucks,San Francisco,Car Restoration,Starting new diet plan from Monday,synthetic_insights,Rajesh Pandey,Rajesh,Pandey,rajesh.pandey@business.in,+916697022764
INSIGHT_0153,0PKKX000000Tfio4AC,2025-09-04T13:20:48.700636,Elated,Homebody,Stressed,Amateur,Researching,Starbucks,Denver,Car Restoration,Watch Soccer match final with friends today,synthetic_insights,Rajesh Pandey,Rajesh,Pandey,rajesh.pandey@business.in,+916697022764
INSIGHT_0154,0PKKX000000Tfip4AC,2025-09-14T22:37:48.700636,Sad,Luxury Seeker,Stressed,Amateur,Very High,Gucci,Miami,Wine Tasting,Job interview scheduled for Monday morning,synthetic_insights,Akash Patel,Akash,Patel,akash.patel@tech.in,+917673727057
INSIGHT_0155,0PKKX000000Tfip4AC,2025-08-25T09:52:48.700636,Sad,Minimalist,Stressed,Amateur,Low,Gucci,Miami,Wine Tasting,Book club meeting at local cafe tomorrow,synthetic_insights,Akash Patel,Akash,Patel,akash.patel@tech.in,+917673727057
INSIGHT_0156,0PKKX000000Tfip4AC,2025-08-22T15:02:48.700636,Sad,Homebody,Stressed,Amateur,Not Interested,Gucci,Miami,Wine Tasting,Gym membership renewal due next week,synthetic_insights,Akash Patel,Akash,Patel,akash.patel@tech.in,+917673727057
INSIGHT_0157,0PKKX000000Tfip4AC,2025-08-31T06:13:48.700636,Angry,Homebody,Stressed,Amateur,Researching,Gucci,Miami,Wine Tasting,Going on first date at Italian restaurant tonight,synthetic_insights,Akash Patel,Akash,Patel,akash.patel@tech.in,+917673727057
INSIGHT_0158,0PKKX000000Tfiq4AC,2025-09-28T17:08:48.700636,Sad,Minimalist,Sedentary,Amateur,Considering,Adidas,Los Angeles,Coffee Roasting,Watch Soccer match final with friends today,synthetic_insights,Manoj Sharma,Manoj,Sharma,manoj.sharma@gmail.com,+919969336536
INSIGHT_0159,0PKKX000000Tfiq4AC,2025-09-16T07:39:48.700636,Sad,Homebody,Sedentary,Amateur,High,Adidas,Los Angeles,Coffee Roasting,Moving to new apartment this weekend,synthetic_insights,Manoj Sharma,Manoj,Sharma,manoj.sharma@gmail.com,+919969336536
INSIGHT_0160,0PKKX000000Tfiq4AC,2025-09-26T10:57:48.700636,Sad,Homebody,Hypotensive,Amateur,Low,Adidas,Los Angeles,Coffee Roasting,Picking up new Tesla Model 3 from showroom today,synthetic_insights,Manoj Sharma,Manoj,Sharma,manoj.sharma@gmail.com,+919969336536
INSIGHT_0161,0PKKX000000Tfiq4AC,2025-08-29T21:52:48.700636,Sad,Homebody,Hypotensive,Amateur,Tepid,Adidas,Los Angeles,Coffee Roasting,Attending friend's wedding ceremony this weekend,synthetic_insights,Manoj Sharma,Manoj,Sharma,manoj.sharma@gmail.com,+919969336536
INSIGHT_0162,0PKKX000000Tfir4AC,2025-09-14T21:42:48.700636,Happy,Adventurer,Fit,Beginner,Researching,Lululemon,Tokyo,Hiking,Baby shower for sister happening this Sunday,synthetic_insights,Ajit Dutta,Ajit,Dutta,ajit.dutta@enterprise.com,+916277460750
INSIGHT_0163,0PKKX000000Tfir4AC,2025-10-04T02:54:48.700636,Happy,Adventurer,Fit,Beginner,Medium,Lululemon,Tokyo,Hiking,Book club meeting at local cafe tomorrow,synthetic_insights,Ajit Dutta,Ajit,Dutta,ajit.dutta@enterprise.com,+916277460750
INSIGHT_0164,0PKKX000000Tfir4AC,2025-08-13T18:33:48.700636,Angry,Adventurer,Fit,Beginner,Medium,Lululemon,Tokyo,Hiking,Book club meeting at local cafe tomorrow,synthetic_insights,Ajit Dutta,Ajit,Dutta,ajit.dutta@enterprise.com,+916277460750
INSIGHT_0165,0PKKX000000Tfiu4AC,2025-10-17T06:00:48.700636,Sad,Adventurer,Hypotensive,Intermediate,Researching,Starbucks,Iceland,Woodworking,Watch Soccer match final with friends today,synthetic_insights,Ajit Roy,Ajit,Roy,ajit.roy@business.in,+919865172515
INSIGHT_0166,0PKKX000000Tfiu4AC,2025-10-19T02:41:48.700636,Sad,Adventurer,Hypotensive,Intermediate,Immediate,Starbucks,Iceland,Woodworking,Attending friend's wedding ceremony this weekend,synthetic_insights,Ajit Roy,Ajit,Roy,ajit.roy@business.in,+919865172515
INSIGHT_0167,0PKKX000000Tfiu4AC,2025-09-10T04:17:48.700636,Sad,Foodie,Hypotensive,Intermediate,Considering,Starbucks,Iceland,Woodworking,Photography workshop this Saturday,synthetic_insights,Ajit Roy,Ajit,Roy,ajit.roy@business.in,+919865172515
INSIGHT_0168,0PKKX000000Tfiv4AC,2025-10-04T19:06:48.700636,Happy,Health Enthusiast,Hypotensive,Elite,Researching,Sony,Hawaii,Reading,Gym membership renewal due next week,synthetic_insights,Pooja Pillai,Pooja,Pillai,pooja.pillai@company.com,+919443865862
INSIGHT_0169,0PKKX000000Tfiv4AC,2025-10-23T01:44:48.700636,Frustrated,Health Enthusiast,Hypotensive,Elite,Very High,Sony,Hawaii,Reading,Meeting personal trainer for first session tomorrow,synthetic_insights,Pooja Pillai,Pooja,Pillai,pooja.pillai@company.com,+919443865862
INSIGHT_0170,0PKKX000000Tfiv4AC,2025-10-17T05:33:48.700636,Frustrated,Careerist,Hypotensive,Elite,Medium,Sony,Hawaii,Reading,Dental appointment scheduled for Thursday,synthetic_insights,Pooja Pillai,Pooja,Pillai,pooja.pillai@company.com,+919443865862
INSIGHT_0171,0PKKX000000Tfiv4AC,2025-08-05T10:57:48.700636,Excited,Careerist,Hypotensive,Elite,Tepid,Sony,Hawaii,Reading,Weekend getaway to wine country next month,synthetic_insights,Pooja Pillai,Pooja,Pillai,pooja.pillai@company.com,+919443865862
INSIGHT_0172,0PKKX000000Tfiv4AC,2025-08-13T15:27:48.700636,Disgusted,Careerist,Hypotensive,Elite,Immediate,Sony,Hawaii,Reading,Concert tickets for favorite band next Friday,synthetic_insights,Pooja Pillai,Pooja,Pillai,pooja.pillai@company.com,+919443865862
INSIGHT_0173,0PKKX000000Tfiv4AC,2025-08-25T20:24:48.700636,Disgusted,Careerist,Active,Elite,Not Interested,Sony,Hawaii,Reading,Marathon training run this Saturday at 6 AM,synthetic_insights,Pooja Pillai,Pooja,Pillai,pooja.pillai@company.com,+919443865862
INSIGHT_0174,0PKKX000000TfiN4AS,2025-09-13T07:41:48.700636,Disgusted,Foodie,Recovering,Beginner,High,Bose,Paris,Woodworking,Birthday party tonight at favorite restaurant,synthetic_insights,Tanvi Kapoor,Tanvi,Kapoor,tanvi.kapoor@business.in,+916650987738
INSIGHT_0175,0PKKX000000TfiN4AS,2025-10-03T02:04:48.700636,Disgusted,Foodie,Athletic,Beginner,Low,Bose,Paris,Woodworking,House closing scheduled for end of month,synthetic_insights,Tanvi Kapoor,Tanvi,Kapoor,tanvi.kapoor@business.in,+916650987738
INSIGHT_0176,0PKKX000000TfiN4AS,2025-08-30T05:27:48.700636,Disgusted,Foodie,Athletic,Beginner,Very High,Bose,Paris,Woodworking,Birthday party tonight at favorite restaurant,synthetic_insights,Tanvi Kapoor,Tanvi,Kapoor,tanvi.kapoor@business.in,+916650987738
INSIGHT_0177,0PKKX000000TfiN4AS,2025-10-11T16:21:48.700636,Disgusted,Foodie,Athletic,Beginner,Considering,Bose,Paris,Woodworking,Attending friend's wedding ceremony this weekend,synthetic_insights,Tanvi Kapoor,Tanvi,Kapoor,tanvi.kapoor@business.in,+916650987738
INSIGHT_0178,0PKKX000000TfiN4AS,2025-08-14T13:18:48.700636,Sad,Foodie,Athletic,Advanced,Researching,Bose,Paris,Woodworking,Zoom call with family overseas in evening,synthetic_insights,Tanvi Kapoor,Tanvi,Kapoor,tanvi.kapoor@business.in,+916650987738
INSIGHT_0179,0PKKX000000TfiN4AS,2025-08-29T02:48:48.700636,Sad,Careerist,Athletic,Advanced,Very High,Bose,Paris,Woodworking,Gym membership renewal due next week,synthetic_insights,Tanvi Kapoor,Tanvi,Kapoor,tanvi.kapoor@business.in,+916650987738
INSIGHT_0180,0PKKX000000Tfix4AC,2025-08-08T03:29:48.700636,Anxious,Homebody,Active,Elite,Considering,Garmin,Paris,Singing,Starting online MBA program next semester,synthetic_insights,Sneha Pandey,Sneha,Pandey,sneha.pandey@company.com,+916369826389
INSIGHT_0181,0PKKX000000Tfix4AC,2025-08-20T15:34:48.700636,Anxious,Careerist,Active,Elite,High,Garmin,Paris,Singing,Attending friend's wedding ceremony this weekend,synthetic_insights,Sneha Pandey,Sneha,Pandey,sneha.pandey@company.com,+916369826389
INSIGHT_0182,0PKKX000000Tfix4AC,2025-09-23T05:09:48.700636,Anxious,Careerist,Active,Elite,Researching,Garmin,Tokyo,Singing,Waiting anxiously for Samsung mobile phone product launch next week,synthetic_insights,Sneha Pandey,Sneha,Pandey,sneha.pandey@company.com,+916369826389
INSIGHT_0183,0PKKX000000Tfix4AC,2025-08-17T15:09:48.700636,Anxious,Careerist,Active,Elite,High,Garmin,Tokyo,Singing,Photography workshop this Saturday,synthetic_insights,Sneha Pandey,Sneha,Pandey,sneha.pandey@company.com,+916369826389
INSIGHT_0184,0PKKX000000Tfix4AC,2025-08-12T19:35:48.700636,Stressed,Careerist,Active,Elite,Not Interested,Garmin,Tokyo,Singing,Planning surprise anniversary dinner for spouse this weekend,synthetic_insights,Sneha Pandey,Sneha,Pandey,sneha.pandey@company.com,+916369826389
INSIGHT_0185,0PKKX000000Tfix4AC,2025-10-02T06:19:48.700636,Elated,Careerist,Active,Elite,Medium,Garmin,Tokyo,Singing,Cooking class scheduled for Tuesday evening,synthetic_insights,Sneha Pandey,Sneha,Pandey,sneha.pandey@company.com,+916369826389
INSIGHT_0186,0PKKX000000Tfiy4AC,2025-08-13T09:20:48.700636,Angry,Luxury Seeker,Recovering,Professional,Considering,Costco,Amsterdam,Gaming,Marathon training run this Saturday at 6 AM,synthetic_insights,Tanvi Goswami,Tanvi,Goswami,tanvi.goswami@tech.in,+917385294118
INSIGHT_0187,0PKKX000000Tfiy4AC,2025-10-02T04:14:48.700636,Angry,Luxury Seeker,Recovering,Professional,Researching,Costco,Amsterdam,Gaming,Watch Soccer match final with friends today,synthetic_insights,Tanvi Goswami,Tanvi,Goswami,tanvi.goswami@tech.in,+917385294118
INSIGHT_0188,0PKKX000000Tfiy4AC,2025-10-28T16:39:48.700636,Angry,Luxury Seeker,Recovering,Professional,Medium,Costco,Amsterdam,Gaming,Going on first date at Italian restaurant tonight,synthetic_insights,Tanvi Goswami,Tanvi,Goswami,tanvi.goswami@tech.in,+917385294118
INSIGHT_0189,0PKKX000000Tfiy4AC,2025-08-30T22:30:48.700636,Angry,Luxury Seeker,Recovering,Professional,Not Interested,Costco,London,Gaming,Going on first date at Italian restaurant tonight,synthetic_insights,Tanvi Goswami,Tanvi,Goswami,tanvi.goswami@tech.in,+917385294118
INSIGHT_0190,0PKKX000000Tfiy4AC,2025-10-03T20:44:48.700636,Angry,Luxury Seeker,Stressed,Amateur,Immediate,North Face,Austin,Gaming,Cooking class scheduled for Tuesday evening,synthetic_insights,Tanvi Goswami,Tanvi,Goswami,tanvi.goswami@tech.in,+917385294118
