VehicleId,Individual_Id,Individual_Name,Individual_Email,VIN,Make,Model,ModelYear,Trim,RegistrationNumber,RegistrationState,Color,FuelType,BodyType,Transmission,PurchaseDate,Mileage,Condition,MarketValue,IsPrimaryVehicle,TelematicsDeviceId,IsTelematicsActive,InsuranceExpiryDate,ServiceDueDate,ServiceDueMileage,data_source
VEH_077_2,0PKKX000000Tfjm4AC,Sonal Saxena,sonal.saxena@yahoo.com,NHR75147L1E8243JA,Toyota,Glanza,2016,Sport,GJ13DL8954,GJ,Blue,CNG,Compact SUV,DCT,2015-12-30,133618,Used,265744,false,,false,2017-12-21,2025-12-04,140000,synthetic
VEH_078_1,0PKKX000000Tfjp4AC,Vivek Pandey,vivek.pandey@hotmail.com,WJC43951EW3L8Z6ZF,MG,ZS EV,2016,Sport,GJ31PE7349,GJ,Brown,Petrol,MPV,Automatic,2020-10-12,63198,Certified Pre-Owned,1022568,true,TELE_745641,true,2022-10-23,2026-02-20,70000,synthetic
VEH_080_1,0PKKX000000TfjW4AS,Nisha Hegde,nisha.hegde@business.in,LWH69055KL9C37695,Kia,Sonet,2017,Sport,RJ04KW2697,RJ,Blue,Petrol,Hatchback,CVT,2021-02-02,38634,Certified Pre-Owned,772395,true,,false,2024-02-17,2026-03-04,40000,synthetic
VEH_081_1,0PKKX000000Tfji4AC,Tarun Agarwal,tarun.agarwal@hotmail.com,DUS42649AVSC9AT6W,Maruti Suzuki,Ertiga,2021,Base,HR35GG5256,HR,Red,Diesel,Compact SUV,Automatic,2021-08-13,54956,Used,523824,true,,false,2028-08-18,2025-11-28,60000,synthetic
VEH_082_1,0PKKX000000Tfjo4AC,Priya Menon,priya.menon@company.com,UUF99855YNL0VJNDR,Hyundai,Grand i10 Nios,2019,Top,UP12SC1187,UP,Black,Diesel,Compact SUV,Manual,2023-07-30,18486,Certified Pre-Owned,1250889,true,,false,2028-07-13,2026-04-26,20000,synthetic
VEH_083_1,0PKKX000000Tfju4AC,Naveen Dewan,naveen.dewan@company.com,GUW51743BC05NRVEH,Hyundai,i20,2020,Top,TN10ZQ6473,TN,Red,CNG,Sedan,AMT,2019-12-30,52027,Used,324343,true,,false,2026-01-04,2026-04-24,60000,synthetic
VEH_084_1,0PKKX000000Tfja4AC,Ajay Wadhwa,ajay.wadhwa@business.in,NKV41335ZBGB8H53W,Honda,Jazz,2017,Luxury,DL20ZH2718,DL,Brown,Electric,Sedan,Manual,2019-05-27,79539,Used,602571,true,TELE_382591,true,2022-06-01,2025-12-19,80000,synthetic
VEH_084_2,0PKKX000000Tfja4AC,Ajay Wadhwa,ajay.wadhwa@business.in,SPB28967LUM2BACVZ,Renault,Triber,2015,Luxury,GJ18CR3175,GJ,Grey,Hybrid,SUV,Automatic,2017-01-04,105414,New,473304,false,TELE_991006,true,2018-01-23,2026-01-17,110000,synthetic
VEH_085_1,0PKKX000000TfiR4AS,Aarti Tripathi,aarti.tripathi@business.in,PGL919937X9URE4BD,Maruti Suzuki,Baleno,2021,Top,KA40WW1767,KA,Silver,CNG,Hatchback,Automatic,2020-02-21,77421,Certified Pre-Owned,962732,true,,false,2027-03-03,2026-04-06,80000,synthetic
VEH_086_1,0PKKX000000Tfjh4AC,Manish Reddy,manish.reddy@yahoo.com,HSG22411YCN2BT20A,Mahindra,Scorpio,2018,Top,KA16NP1035,KA,Blue,CNG,Sedan,DCT,2021-04-20,57687,Used,519707,true,TELE_736388,true,2025-05-06,2025-11-25,60000,synthetic
VEH_088_1,0PKKX000000Tfjt4AC,Swati Varma,swati.varma@outlook.com,EFJ274653VZ9BE8R1,Volkswagen,Taigun,2023,Sport,KA37VW9672,KA,Grey,CNG,Compact SUV,CVT,2021-11-16,37183,New,1054018,true,TELE_354140,true,2030-11-27,2026-04-30,40000,synthetic
VEH_089_1,0PKKX000000TfiS4AS,Rohan Ahluwalia,rohan.ahluwalia@gmail.com,XRE34671CHEP3BA4B,MG,Hector,2018,Top,GJ06CQ9445,GJ,Black,Petrol,Compact SUV,DCT,2020-09-27,58654,Certified Pre-Owned,256200,true,TELE_552013,true,2024-10-14,2026-02-11,60000,synthetic
VEH_090_1,0PKKX000000Tfjj4AC,Kriti Mukherjee,kriti.mukherjee@tech.in,HMB92977BNA6C2443,Volkswagen,Vento,2017,Base,MP09SH2317,MP,Brown,CNG,SUV,Automatic,2024-08-31,13894,Used,756844,true,,false,2027-09-04,2025-12-15,20000,synthetic
VEH_090_2,0PKKX000000Tfjj4AC,Kriti Mukherjee,kriti.mukherjee@tech.in,FRA859480GM63WS3P,Kia,Sonet,2023,Mid,MP47KM7842,MP,Brown,Hybrid,Compact SUV,AMT,2020-10-17,54826,New,399538,false,,false,2029-10-26,2026-01-11,60000,synthetic
VEH_091_1,0PKKX000000Tfjs4AC,Ankit Ansari,ankit.ansari@gmail.com,CGH461924NVKUMPX4,MG,Gloster,2016,Base,GJ21MG1309,GJ,Beige,Hybrid,Compact SUV,AMT,2025-01-14,9713,Certified Pre-Owned,1202500,true,TELE_204774,true,2027-01-28,2026-03-10,10000,synthetic
VEH_091_2,0PKKX000000Tfjs4AC,Ankit Ansari,ankit.ansari@gmail.com,GVZ275484RWS6CC29,Maruti Suzuki,Swift,2017,Luxury,TN37NJ2726,TN,Beige,Diesel,SUV,Automatic,2019-07-18,68606,Used,790665,false,,false,2022-07-21,2026-01-14,70000,synthetic
VEH_092_1,0PKKX000000Tfjn4AC,Seema Verma,seema.verma@company.com,RDR1298530HLGC3MJ,MG,ZS EV,2018,Mid,UP31DY1960,UP,Blue,Electric,MPV,AMT,2021-04-19,60183,New,498024,true,TELE_908842,true,2025-04-04,2025-11-22,70000,synthetic
VEH_093_1,0PKKX000000Tfjk4AC,Sanjay Chatterjee,sanjay.chatterjee@tech.in,ECF41571YBYT1HBWH,Toyota,Fortuner,2018,Sport,RJ50BC1683,RJ,Brown,CNG,Hatchback,AMT,2023-10-29,18317,Used,828863,true,,false,2027-10-21,2026-03-15,20000,synthetic
VEH_093_2,0PKKX000000Tfjk4AC,Sanjay Chatterjee,sanjay.chatterjee@tech.in,ZPE30089VW7HW916D,Toyota,Fortuner,2022,Mid,MP45HJ1223,MP,Brown,Hybrid,Compact SUV,DCT,2025-08-25,2559,Used,2087312,false,TELE_593924,true,2033-08-27,2026-01-19,10000,synthetic
VEH_094_1,0PKKX000000TfjZ4AS,Nisha Ahmed,nisha.ahmed@business.in,UAF71188A223644P8,Tata,Nexon,2019,Base,RJ36EE8002,RJ,Brown,CNG,Compact SUV,CVT,2022-12-22,24968,New,666527,true,TELE_152423,true,2028-01-07,2026-02-06,30000,synthetic
VEH_095_1,0PKKX000000Tfjc4AC,Kapil Gupta,kapil.gupta@yahoo.com,LXM544030JJJEZ7SA,Hyundai,Grand i10 Nios,2017,Base,DL19AA2149,DL,Blue,Hybrid,Hatchback,DCT,2020-06-25,51542,Used,819110,true,TELE_572085,true,2023-07-30,2026-04-18,60000,synthetic
VEH_096_1,0PKKX000000Tfjd4AC,Shreya Raman,shreya.raman@company.com,JBU104690R6VM8LL4,Volkswagen,Polo,2022,Luxury,KA32WL8991,KA,White,Hybrid,SUV,DCT,2016-12-12,107562,New,529887,true,,false,2024-12-20,2026-03-21,110000,synthetic
VEH_096_2,0PKKX000000Tfjd4AC,Shreya Raman,shreya.raman@company.com,LSU97345V54VZ2CK9,Renault,Kwid,2018,Mid,KA01BR5656,KA,Red,Petrol,Sedan,DCT,2025-07-21,4028,Certified Pre-Owned,607618,false,,false,2029-08-05,2026-03-31,10000,synthetic
VEH_097_1,0PKKX000000Tfjf4AC,Nidhi Kamath,nidhi.kamath@yahoo.com,HGG483165FAF6HFZW,Honda,Amaze,2020,Top,WB40AR3032,WB,White,Petrol,MPV,Manual,2016-11-30,89206,New,227438,true,TELE_571874,true,2022-12-17,2025-11-24,90000,synthetic
VEH_097_2,0PKKX000000Tfjf4AC,Nidhi Kamath,nidhi.kamath@yahoo.com,DWT40579SV3V73ASV,Toyota,Fortuner,2015,Luxury,HR36TK8013,HR,Black,Electric,Compact SUV,Manual,2019-05-04,94107,New,494221,false,TELE_487423,true,2020-06-02,2025-12-29,100000,synthetic
VEH_098_1,0PKKX000000TfjU4AS,Nidhi Naidu,nidhi.naidu@enterprise.com,MPS64841EFP09HMWG,MG,Astor,2021,Mid,DL41QG1737,DL,Red,Electric,Hatchback,CVT,2020-08-01,69526,Certified Pre-Owned,709227,true,,false,2027-07-31,2026-04-26,70000,synthetic
VEH_099_1,0PKKX000000TfjY4AS,Vikram Malhotra,vikram.malhotra@company.com,DVT679521KLH10YVR,Renault,Kiger,2017,Base,MH10RT2324,MH,Red,Diesel,Sedan,DCT,2018-06-25,92663,Certified Pre-Owned,345781,true,,false,2021-06-09,2026-04-07,100000,synthetic
